League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
Italy 3,Crotone,28,13,5,10,44,43.9,41,27,14,27.3,52.7,1.32,1.19,10.2,35.4,14.33,18.07,14.46,0.93,0.87,9.16,50.34,61.9,29.04,47.8,9.22,350.38,80.9,4.87,51.02,64.3,45.76,50.7,59.57,15.1
Italy 3,Ravenna,27,17,4,6,55,40.1,40,25,15,27.0,52.7,1.32,1.26,10.73,33.5,15.72,15.12,16.05,1.13,0.83,10.1,59.86,62.1,31.23,45.2,8.58,360.56,81.4,3.47,46.98,64.7,42.99,54.1,67.48,10.56
Italy 3,Juventus Next Gen,28,12,6,10,42,33.5,35,31,4,22.4,52.5,1.12,0.96,8.44,37.4,14.08,17.94,12.07,1.18,0.99,10.58,55.53,59.6,29.09,43.6,9.65,371.85,84.1,1.94,43.93,74.0,39.15,56.2,64.29,11.44
Italy 3,Sorrento,28,8,9,11,33,31.6,30,37,-7,26.6,52.5,0.96,1.02,8.63,35.7,10.82,15.7,10.69,1.42,1.19,12.04,60.76,61.1,33.35,45.5,9.3,371.39,81.7,4.85,47.05,65.6,52.67,52.2,68.43,10.43
Italy 3,Monopoli,28,12,7,9,43,39.2,29,29,0,27.1,52.4,0.93,1.03,8.7,34.3,14.38,16.66,12.16,1.02,0.93,9.21,51.32,64.0,31.62,45.4,10.04,354.35,80.9,3.15,44.23,66.0,43.33,52.5,63.62,12.29
Italy 3,GIANA Erminio,28,9,8,11,35,38.4,25,29,-4,24.9,51.9,0.81,0.9,9.3,33.3,16.86,19.61,12.44,0.86,0.94,7.95,64.25,63.3,36.05,42.1,9.91,361.26,81.5,3.59,45.1,64.8,46.94,53.5,63.16,13.18
Italy 3,Perugia,27,5,9,13,24,35.1,26,34,-8,28.1,51.8,0.86,1.0,11.68,29.2,14.53,16.61,13.7,1.05,1.13,9.4,54.86,62.7,39.61,49.4,8.58,329.92,80.8,3.31,46.82,68.9,43.94,56.0,64.36,11.65
Italy 3,Salernitana,28,14,8,6,50,46.8,36,30,6,27.7,51.5,1.14,1.35,11.86,30.9,18.86,17.26,15.49,0.96,0.95,8.39,52.49,63.0,32.62,46.2,8.83,336.34,80.9,3.72,48.96,68.9,40.38,55.0,63.66,11.67
Italy 3,Cittadella,28,12,7,9,43,40.6,30,28,2,28.2,51.4,1.01,1.22,10.36,34.7,16.72,15.41,14.16,1.12,0.94,10.26,63.89,62.3,40.64,47.3,9.59,367.6,81.2,2.69,50.5,67.4,47.81,55.2,67.32,10.87
Italy 3,Casarano,28,10,6,12,36,33.7,38,47,-9,25.8,51.2,1.22,1.13,8.58,39.6,11.98,18.77,14.0,1.43,1.51,11.75,59.16,61.7,23.06,40.4,10.63,341.68,82.0,3.17,41.09,65.7,40.48,54.6,60.37,12.17
Italy 3,Rimini,15,3,2,10,11,13.8,9,20,-11,28.3,50.9,0.54,0.79,9.97,32.5,11.96,16.28,11.05,1.5,1.2,11.23,62.54,62.4,42.06,44.9,8.31,332.3,80.5,3.42,47.1,64.3,51.61,57.0,63.56,13.94
Italy 3,Vicenza,28,21,6,1,69,55.7,48,15,33,26.3,50.9,1.56,1.69,12.8,32.5,21.9,20.53,20.27,0.81,0.49,8.03,54.06,63.1,27.91,45.4,10.13,350.42,81.8,3.61,47.6,68.7,43.25,55.3,64.14,12.09
Italy 3,Ospitaletto,28,7,11,10,32,45.4,29,30,-1,24.4,50.0,0.95,1.34,10.25,33.0,12.81,16.82,15.05,1.0,0.99,9.59,64.6,63.1,33.19,46.1,11.51,401.7,83.2,3.75,47.12,66.6,54.71,60.4,72.72,14.29
Italy 3,Brescia,28,15,8,5,53,53.0,40,19,21,27.6,50.0,1.28,1.4,11.82,35.6,20.62,18.92,18.57,0.72,0.61,7.42,55.92,62.9,37.48,47.4,9.21,360.51,81.3,2.76,51.3,71.8,42.98,58.1,68.38,12.33
Italy 3,Carpi,28,9,8,11,35,39.3,27,33,-6,25.0,49.9,0.87,1.16,10.95,29.4,11.04,14.59,13.49,1.11,1.06,11.53,57.32,59.5,40.83,44.2,8.36,340.87,79.5,2.38,46.01,67.6,43.05,53.2,63.37,9.76
Italy 3,Cosenza,28,13,8,7,47,41.5,41,29,12,25.2,49.9,1.31,1.2,10.13,38.0,13.69,15.23,13.92,1.02,0.93,10.2,50.05,63.8,29.34,46.4,10.41,338.17,79.9,3.05,45.95,65.4,50.11,55.5,65.57,12.31
Italy 3,Ternana,27,13,8,6,47,46.5,36,24,12,27.1,49.8,1.2,1.33,10.52,33.3,18.13,15.26,15.22,0.76,0.8,7.81,56.58,63.5,40.39,42.1,10.78,361.87,79.9,2.5,51.24,68.3,49.77,56.4,69.9,11.52
Italy 3,Novara,28,6,17,5,35,38.3,28,27,1,25.0,49.7,0.9,1.04,9.88,36.0,14.24,17.99,13.73,1.01,0.87,9.24,57.48,63.6,33.74,46.3,10.98,344.44,80.7,2.89,47.15,65.7,45.55,53.5,60.75,13.21
Italy 3,Campobasso,28,11,9,8,42,38.6,37,33,4,25.6,49.6,1.18,1.08,10.43,34.3,13.58,19.16,13.61,1.06,1.05,8.96,62.77,63.3,30.48,44.4,11.15,320.75,79.0,2.96,41.92,62.8,43.58,47.7,59.2,14.31
Italy 3,Guidonia Montecelio,27,8,11,8,35,39.7,24,24,0,24.8,49.6,0.8,1.15,8.33,36.4,13.66,16.55,12.12,1.04,0.8,10.46,55.26,61.5,34.54,49.9,9.28,350.51,80.5,3.73,43.77,61.9,51.43,52.3,65.48,10.36
Italy 3,Virtus Verona,28,3,11,14,20,28.7,25,40,-15,24.8,49.4,0.8,0.89,10.26,30.3,12.92,20.58,12.86,1.37,1.28,12.41,58.39,61.8,30.01,44.3,13.55,380.49,83.4,3.11,45.4,70.1,40.43,51.4,64.7,15.1
Italy 3,Sambenedettese,27,5,9,13,24,35.5,23,31,-8,23.2,49.3,0.77,1.04,9.56,35.5,12.59,15.02,11.96,1.11,1.03,10.13,58.62,63.3,35.24,46.0,8.4,297.98,78.5,3.43,39.34,61.5,46.0,55.5,56.72,12.49
Italy 3,Alcione Milano,28,14,4,10,46,36.7,29,17,12,25.1,49.1,0.95,1.02,9.24,36.4,12.18,17.9,11.82,1.05,0.56,10.19,69.23,63.0,32.95,46.9,11.01,374.3,81.2,2.42,40.13,63.3,42.71,50.9,65.97,11.85
Italy 3,Pineto,27,9,9,9,36,33.8,34,35,-1,24.7,49.1,1.11,1.02,9.25,35.2,12.71,12.22,10.75,1.16,1.14,9.51,59.63,64.3,32.88,44.2,10.0,301.35,80.0,2.77,42.52,65.6,42.1,52.9,58.75,9.48
Italy 3,Torres,27,4,13,10,25,36.2,22,34,-12,27.8,48.9,0.74,1.08,9.45,34.8,15.52,15.32,13.68,1.17,1.14,9.32,62.55,65.4,42.3,47.2,9.94,327.05,78.5,3.18,45.59,60.1,52.49,55.3,67.98,10.76
Italy 3,Lumezzane,28,10,9,9,39,34.2,32,31,1,25.4,48.8,1.03,1.16,8.74,36.5,12.86,16.6,12.67,1.37,1.0,11.77,64.82,62.9,35.65,44.2,10.52,329.99,78.5,2.32,45.55,64.0,48.03,51.9,64.37,11.83
Italy 3,Renate,28,12,9,7,45,37.6,34,26,8,24.8,47.9,1.13,1.1,10.12,35.1,15.8,17.39,16.33,1.07,0.83,10.55,60.07,62.9,43.44,46.7,9.46,295.59,78.4,2.32,42.15,63.5,46.0,54.8,58.61,12.25
Italy 3,Pro Patria,28,3,7,18,16,25.2,21,52,-31,25.3,47.7,0.71,0.88,8.48,28.0,13.07,17.61,11.06,1.55,1.73,13.07,64.11,61.9,38.38,46.1,9.94,320.97,77.7,3.5,46.6,59.7,54.47,53.2,64.34,10.59
Italy 3,Picerno,28,7,8,13,29,21.5,34,45,-11,24.6,47.7,1.1,0.78,8.23,33.7,10.71,15.42,10.32,1.69,1.45,12.06,63.06,63.1,32.9,43.4,11.51,322.26,79.7,3.45,40.19,61.8,46.52,53.5,58.61,12.81
Italy 3,Latina,28,6,10,12,28,31.8,19,31,-12,24.1,47.5,0.61,0.83,8.57,27.8,13.79,17.39,10.82,1.14,1.0,9.24,62.33,62.6,33.21,46.7,10.36,324.05,78.3,2.32,43.39,61.6,42.94,49.1,60.65,11.76
Italy 3,Internazionale II,28,10,10,8,40,37.6,33,30,3,22.5,47.3,1.06,1.1,10.69,32.1,12.81,16.75,14.15,1.17,0.96,10.01,55.01,61.6,30.68,47.2,12.15,355.92,82.5,2.02,44.71,69.3,38.03,55.8,63.17,13.74
Italy 3,Audace Cerignola,28,11,9,8,42,46.2,34,34,0,27.2,47.1,1.09,1.39,11.64,35.1,14.08,15.88,14.79,0.99,1.09,9.36,60.35,62.0,29.61,46.7,11.17,323.12,79.5,3.73,44.53,62.6,44.82,52.7,61.29,12.57
Italy 3,Casertana,28,13,7,8,46,42.4,42,35,7,27.7,46.8,1.33,1.23,9.93,40.3,12.34,11.8,10.91,1.1,1.11,9.29,53.15,60.1,31.9,51.5,11.02,292.64,78.9,3.62,42.78,59.5,43.99,51.4,54.89,8.75
Italy 3,Cavese,28,6,10,12,28,36.0,26,34,-8,26.6,46.7,0.83,1.12,9.5,32.1,14.17,17.99,13.6,1.22,1.08,9.15,60.73,63.9,35.5,45.0,12.41,298.28,77.6,2.51,40.68,62.3,43.32,51.8,58.47,10.61
Italy 3,Catania,28,17,8,3,59,56.3,46,15,31,29.0,46.6,1.47,1.61,10.69,37.9,14.9,19.28,17.78,0.77,0.48,7.09,58.24,65.4,34.44,48.0,10.12,311.78,79.5,3.73,45.03,66.2,39.38,53.6,59.87,11.81
Italy 3,Gubbio,27,8,12,7,36,34.7,22,20,2,27.0,46.5,0.73,0.88,7.96,36.5,12.25,12.55,10.27,0.98,0.66,10.44,60.14,62.7,36.13,48.4,10.83,320.53,78.8,3.3,45.68,61.8,46.6,51.1,61.07,8.88
Italy 3,Giugliano,28,6,6,16,24,35.1,24,42,-18,24.7,46.3,0.77,1.0,10.18,28.4,13.42,18.08,14.13,1.23,1.35,11.37,63.06,60.8,32.14,45.4,10.37,317.58,78.2,3.95,45.82,63.8,47.62,50.5,61.39,10.98
Italy 3,Pergolettese,28,6,8,14,26,32.6,25,39,-14,25.2,46.3,0.84,0.95,9.82,28.5,13.36,18.36,13.23,1.16,1.25,9.38,62.02,63.1,36.65,44.3,11.49,323.69,80.9,2.94,42.72,65.6,48.66,55.5,60.03,12.15
Italy 3,Livorno,27,10,4,13,34,35.8,29,39,-10,26.9,46.2,0.96,1.08,9.26,34.1,12.64,15.29,11.48,1.11,1.29,10.58,62.63,61.4,32.24,46.7,8.67,285.16,76.0,3.48,43.39,59.5,47.5,53.5,60.64,10.65
Italy 3,Team Altamura,28,9,9,10,36,27.5,26,36,-10,26.0,46.1,0.84,0.66,6.94,28.0,9.43,13.36,9.92,1.2,1.17,9.66,58.65,62.5,29.66,45.9,12.4,332.05,79.7,3.53,37.8,60.5,41.6,51.5,57.13,9.92
Italy 3,Dolomiti Bellunesi,28,7,8,13,29,28.7,24,43,-19,25.1,45.7,0.78,0.95,9.69,32.2,10.66,15.24,11.86,1.45,1.4,12.42,65.23,62.0,32.24,46.7,12.56,320.44,80.6,2.96,37.02,62.6,45.63,55.6,59.12,8.32
Italy 3,Trapani,28,12,7,9,43,38.4,37,35,2,29.8,44.7,1.18,1.19,8.73,38.8,13.68,11.67,12.5,1.15,1.12,10.9,59.61,61.1,30.04,47.4,11.16,293.55,77.9,2.97,36.85,60.9,43.95,51.7,56.76,9.01
Italy 3,Foggia,28,5,7,16,22,23.9,24,49,-25,23.7,44.6,0.77,0.78,8.33,29.6,10.83,12.62,10.77,1.54,1.57,11.95,61.8,63.8,34.96,42.1,10.56,301.17,77.5,2.92,41.14,62.5,46.04,53.9,61.13,8.39
Italy 3,Arzignano Valchiampo,28,8,6,14,30,36.6,37,43,-6,24.7,43.3,1.2,1.12,9.9,35.9,14.13,12.79,12.76,1.21,1.4,10.55,65.85,64.6,38.99,44.6,12.04,329.53,79.4,3.25,42.22,60.3,46.51,51.9,59.18,9.21
Italy 3,Bra,28,6,10,12,28,29.4,31,41,-10,24.4,43.3,1.0,0.9,7.52,32.6,9.78,12.88,10.04,1.35,1.32,12.42,59.09,61.4,34.88,41.8,13.82,301.04,78.2,1.94,37.76,62.7,43.14,49.1,58.6,8.16
Italy 3,Pianese,28,10,11,7,41,36.8,30,27,3,24.8,41.3,0.96,0.94,9.83,34.4,12.83,14.49,12.89,1.02,0.86,8.71,58.47,59.9,38.39,41.1,9.99,254.9,75.0,2.94,37.88,59.1,43.56,51.5,56.62,8.74
Italy 3,Pontedera,27,4,8,15,20,34.5,24,49,-25,23.3,40.8,0.8,0.93,9.2,28.9,11.69,18.46,11.52,1.05,1.63,10.66,64.21,62.9,41.2,40.9,11.43,265.45,76.8,2.19,40.93,64.5,46.34,55.9,58.83,8.66
Japan 1,Kashiwa Reysol,38,21,12,5,75,56.6,60,34,26,27.3,59.8,1.43,1.24,10.96,34.6,12.6,18.24,20.86,1.03,0.81,9.31,56.75,66.0,33.18,47.2,10.05,531.05,86.2,4.06,55.86,74.0,41.28,51.6,82.67,17.05
Japan 1,Albirex Niigata,38,4,12,22,24,47.6,36,67,-31,28.5,53.6,0.86,1.09,9.56,30.3,11.72,15.53,14.48,1.36,1.59,10.75,53.05,66.5,35.48,40.1,12.99,458.63,85.1,4.71,47.82,67.0,40.47,51.4,68.53,11.58
Japan 1,Vissel Kobe,38,18,10,10,64,60.7,46,33,13,30.8,53.2,1.08,1.18,10.94,35.0,17.31,14.49,18.74,0.88,0.78,8.29,48.76,66.9,59.7,44.9,8.46,351.99,78.3,4.27,55.08,66.0,51.25,57.1,70.46,7.56
Japan 1,Cerezo Osaka,38,14,10,14,52,58.1,60,57,3,28.1,53.2,1.41,1.53,11.9,38.3,12.65,16.28,19.26,1.35,1.34,11.43,49.53,63.6,27.85,44.9,11.92,455.0,84.7,3.57,52.41,70.9,36.3,47.1,67.45,12.48
Japan 1,Gamba Osaka,38,17,6,15,57,53.5,53,55,-2,28.9,52.6,1.25,1.25,11.16,34.1,12.36,17.06,17.95,1.16,1.29,10.01,57.2,65.2,35.38,41.8,11.55,427.92,83.9,4.51,56.05,69.3,40.31,48.4,69.14,12.5
Japan 1,Urawa Reds,38,16,11,11,59,49.5,45,39,6,29.6,51.5,1.07,1.1,10.25,35.6,12.5,17.06,15.3,1.3,0.93,10.75,50.45,61.9,35.92,46.0,13.21,414.98,83.9,4.01,49.92,67.7,44.51,51.6,68.34,12.15
Japan 1,Sanfrecce Hiroshima,38,20,8,10,68,67.0,46,28,18,29.0,51.3,1.08,1.47,11.71,31.1,17.71,14.49,20.37,0.9,0.66,8.16,56.11,64.6,49.24,47.6,9.27,384.95,80.6,3.9,58.49,66.8,46.31,52.1,73.07,8.87
Japan 1,Tokyo,38,13,11,14,50,55.0,41,48,-7,27.6,51.3,0.97,1.29,10.14,32.3,11.39,15.85,15.03,1.16,1.13,10.55,55.91,64.1,38.52,48.8,11.2,392.39,82.1,3.77,47.21,66.1,42.42,49.0,65.49,11.75
Japan 1,Kashima Antlers,38,23,7,8,76,55.9,58,31,27,27.3,50.6,1.36,1.17,9.93,38.0,12.01,15.05,15.57,1.06,0.73,9.3,51.74,63.8,41.65,48.4,10.7,377.26,82.1,3.91,45.52,66.8,38.91,50.4,62.63,8.87
Japan 1,Shimizu S-Pulse,38,11,11,16,44,43.6,41,51,-10,27.7,50.5,0.96,1.07,10.0,29.8,13.31,18.33,15.89,1.45,1.2,11.74,46.62,63.6,36.34,43.7,12.83,402.49,83.2,2.77,48.17,71.7,35.16,48.9,67.65,11.24
Japan 1,Kawasaki Frontale,38,15,12,11,57,56.8,67,57,10,27.9,50.1,1.57,1.37,10.81,37.4,11.72,16.26,19.02,1.18,1.33,9.92,52.39,65.0,33.32,40.4,11.99,403.92,84.0,4.75,50.41,69.9,43.57,52.7,66.97,12.54
Japan 1,Shonan Bellmare,38,8,8,22,32,39.8,36,63,-27,27.7,49.8,0.85,1.0,8.98,33.1,12.64,14.22,14.95,1.47,1.49,11.36,56.16,63.9,33.95,42.9,10.64,384.26,80.9,3.65,50.41,64.7,43.17,46.3,66.35,11.53
Japan 1,Yokohama F. Marinos,38,12,7,19,43,46.9,46,47,-1,28.0,49.0,1.08,1.01,8.86,34.7,11.51,14.94,12.78,1.15,1.1,10.79,52.32,63.0,36.07,40.4,12.99,362.39,81.7,3.45,46.57,63.1,38.83,44.1,58.25,9.45
Japan 1,Kyoto Sanga,38,19,11,8,68,48.0,62,40,22,28.1,48.9,1.44,1.11,9.69,39.5,12.72,13.28,14.42,1.25,0.93,10.36,56.93,62.5,51.18,41.1,8.53,300.02,75.5,4.33,48.6,61.1,43.67,46.5,60.82,8.46
Japan 1,Tokyo Verdy,38,11,10,17,43,47.8,23,41,-18,26.8,47.5,0.55,0.84,8.02,30.2,11.88,15.3,11.93,0.95,0.97,8.94,62.13,64.8,46.86,44.1,11.67,368.75,82.0,3.68,45.6,63.7,45.15,48.6,62.99,9.13
Japan 1,Avispa Fukuoka,38,12,12,14,48,54.0,34,38,-4,28.1,47.4,0.79,1.07,10.38,32.4,13.07,15.19,15.19,1.0,0.89,8.89,49.35,62.7,45.08,49.5,11.73,328.34,81.5,2.47,42.33,68.0,39.15,52.0,58.62,10.01
Japan 1,Nagoya Grampus,38,11,10,17,43,52.5,44,56,-12,29.0,46.7,1.03,1.15,9.45,32.3,12.08,10.63,13.96,1.12,1.31,9.76,49.47,64.8,41.54,50.4,11.65,335.39,79.5,4.55,46.65,62.2,45.2,50.4,63.99,6.4
Japan 1,Machida Zelvia,38,17,9,12,60,60.5,52,38,14,28.5,46.0,1.23,1.26,10.12,34.0,14.8,15.03,15.98,0.94,0.9,8.68,52.41,62.7,51.04,49.6,10.48,310.49,78.5,4.48,52.13,64.6,49.55,55.8,65.41,8.16
Japan 1,Fagiano Okayama,38,12,9,17,45,43.7,34,43,-9,28.3,42.7,0.8,0.97,8.87,31.6,14.81,14.97,14.48,1.26,1.01,10.82,56.38,65.0,49.68,46.0,10.4,282.52,74.5,3.51,44.96,60.9,41.83,49.0,59.25,7.4
Japan 1,Yokohama,38,9,8,21,35,47.4,27,45,-18,29.0,41.6,0.64,0.91,7.91,26.5,12.9,14.6,12.1,1.1,1.06,9.86,53.63,65.7,48.1,46.1,12.31,287.26,75.6,2.59,43.98,59.1,51.84,52.4,62.2,7.56
Japan 2,Júbilo Iwata,39,19,8,12,65,45.5,60,52,8,28.9,56.2,1.39,1.09,10.15,36.5,16.41,17.66,13.39,1.4,1.2,11.49,52.62,64.6,38.49,44.8,11.0,428.47,83.4,4.03,54.89,66.3,47.99,50.0,70.1,10.94
Japan 2,Consadole Sapporo,38,16,5,17,53,50.8,50,63,-13,27.8,55.6,1.19,1.16,10.65,32.1,13.49,14.77,16.06,1.2,1.49,11.6,54.36,65.5,41.79,49.5,9.41,415.47,82.3,3.91,53.43,64.7,50.8,50.0,68.8,10.39
Japan 2,V-Varen Nagasaki,38,19,13,6,70,64.5,63,44,19,29.4,54.9,1.5,1.55,12.39,37.0,15.31,18.6,18.72,1.04,1.05,10.12,49.72,66.7,41.86,46.9,11.9,433.28,83.9,4.54,49.0,67.7,43.72,50.9,68.22,12.3
Japan 2,Tokushima Vortis,40,18,12,10,66,61.9,46,26,20,28.3,54.2,1.04,1.14,10.94,30.6,12.37,15.24,14.45,0.89,0.59,9.43,56.41,64.5,43.47,42.9,10.62,399.77,84.0,4.48,45.03,66.0,43.56,51.9,64.7,10.38
Japan 2,Fujieda MYFC,38,9,12,17,39,41.4,41,50,-9,26.7,53.5,0.98,1.0,10.35,30.0,14.36,16.26,15.45,1.42,1.19,10.54,53.35,65.0,46.0,41.8,9.85,357.26,78.9,3.82,48.2,63.2,43.59,48.9,66.82,11.16
Japan 2,Roasso Kumamoto,38,9,10,19,37,46.6,41,57,-16,26.7,53.2,0.99,1.09,10.79,32.5,14.73,18.14,14.78,1.36,1.38,11.68,60.13,66.0,41.36,41.5,10.03,454.33,84.2,4.6,59.31,67.6,41.53,47.6,68.96,9.29
Japan 2,Sagan Tosu,38,16,10,12,58,56.5,46,43,3,26.5,52.3,1.08,1.16,10.17,31.3,14.06,15.64,14.53,0.98,1.01,9.46,46.2,64.6,43.35,49.3,13.68,402.71,84.1,3.96,46.53,68.5,37.22,48.4,59.81,10.26
Japan 2,Montedio Yamagata,38,15,8,15,53,47.1,58,54,4,29.2,51.7,1.38,1.19,9.69,35.9,13.45,13.88,14.81,1.38,1.29,12.4,53.98,62.9,46.57,43.4,11.33,392.76,82.4,4.5,52.76,66.1,45.33,50.8,68.57,10.24
Japan 2,Vegalta Sendai,38,16,14,8,62,64.2,47,36,11,26.8,51.2,1.11,1.39,11.84,30.6,13.97,15.65,16.57,0.93,0.85,8.4,49.0,63.1,46.94,49.0,11.38,378.7,81.8,3.67,51.11,66.0,48.05,51.6,68.93,10.63
Japan 2,RB Omiya Ardija,39,18,9,12,63,66.4,63,43,20,28.7,49.4,1.45,1.5,11.74,34.1,14.32,16.75,19.54,1.03,0.99,10.39,55.25,62.7,49.6,47.8,9.74,331.2,78.9,3.45,47.3,66.1,42.89,52.7,66.7,9.31
Japan 2,Mito Hollyhock,38,20,10,8,70,52.4,55,34,21,25.8,49.3,1.32,1.03,10.39,32.4,12.39,16.84,14.72,0.99,0.82,8.97,50.76,62.1,41.19,45.3,11.47,374.84,81.4,3.83,49.17,62.4,46.62,48.8,63.18,10.97
Japan 2,Imabari,38,13,14,11,53,64.0,46,46,0,26.1,49.0,1.1,1.5,12.24,33.5,13.62,16.41,16.62,1.05,1.1,9.0,53.01,66.8,55.13,45.6,10.2,321.59,78.8,3.12,45.42,63.0,46.94,54.1,68.42,7.86
Japan 2,Kataller Toyama,38,9,10,19,37,41.4,34,49,-15,27.2,49.0,0.82,0.98,10.09,29.3,14.86,13.52,14.41,1.32,1.18,11.69,53.93,63.0,43.78,42.1,13.08,397.77,82.6,4.78,49.66,64.6,44.28,47.6,65.36,8.5
Japan 2,JEF United,40,22,9,9,75,64.8,61,37,24,28.5,48.3,1.37,1.45,11.53,35.0,14.66,17.47,16.23,1.1,0.83,11.75,51.16,64.4,45.78,46.2,12.55,342.98,80.0,3.74,47.24,62.2,42.22,49.3,63.88,9.39
Japan 2,Ehime,38,3,13,22,22,43.1,35,71,-36,23.0,48.1,0.83,0.93,9.05,29.7,13.36,14.32,12.29,1.38,1.69,13.03,55.96,63.0,49.43,41.5,12.45,342.59,79.3,4.72,47.91,58.7,43.74,44.6,62.01,8.81
Japan 2,Renofa Yamaguchi,38,7,15,16,36,52.4,36,47,-11,26.1,47.4,0.85,1.06,10.33,32.0,14.93,17.0,15.5,1.04,1.12,9.78,54.51,66.3,56.36,44.9,10.65,305.9,77.0,2.92,48.91,61.9,47.74,50.0,62.79,8.4
Japan 2,Iwaki,38,15,11,12,56,56.7,55,44,11,24.6,47.3,1.32,1.32,11.21,33.0,15.14,15.17,17.57,1.1,1.06,8.47,57.77,66.2,64.39,47.0,7.57,271.61,72.3,3.58,50.71,56.7,46.66,46.8,60.77,7.46
Japan 2,Oita Trinita,38,8,14,16,38,45.2,27,44,-17,27.7,44.4,0.65,0.78,8.08,26.8,13.06,11.9,11.49,1.01,1.06,9.74,53.76,64.3,54.51,44.3,12.26,308.98,78.1,2.52,45.28,59.2,42.97,51.0,59.61,8.03
Japan 2,Ventforet Kofu,38,11,11,16,44,43.1,37,45,-8,28.2,43.4,0.89,0.89,9.5,30.3,10.92,14.28,12.48,1.24,1.08,10.9,50.95,63.4,44.62,42.9,15.22,339.7,81.1,3.62,43.2,62.3,41.02,48.2,60.41,9.72
Japan 2,Blaublitz Akita,38,11,10,17,43,42.9,43,59,-16,28.0,39.3,1.03,0.96,8.82,34.0,14.64,13.33,13.97,1.37,1.41,11.22,54.24,63.9,67.3,47.9,10.99,225.2,70.3,2.49,46.19,61.3,43.38,54.7,57.0,4.75
Kazakhstan 1,Astana,26,17,6,3,57,52.7,66,30,36,29.7,59.9,2.34,2.02,14.34,38.4,14.44,20.8,20.09,0.93,1.06,9.76,55.9,67.5,31.41,48.7,9.18,468.13,86.8,4.05,56.46,73.2,43.54,54.7,71.76,16.89
Kazakhstan 1,Ordabasy,26,9,8,9,35,46.7,37,28,9,26.9,56.1,1.31,1.63,14.88,29.8,15.48,17.85,21.18,0.95,0.99,8.64,51.68,63.8,37.93,47.3,8.38,360.5,80.6,3.47,51.85,68.2,42.26,54.6,68.61,13.96
Kazakhstan 1,Zhenys,26,8,12,6,36,32.5,37,30,7,30.1,55.7,1.32,0.92,9.08,41.3,11.29,12.47,12.33,1.09,1.07,10.65,54.86,59.9,34.17,43.5,10.72,437.67,85.5,3.43,46.18,67.9,47.93,56.6,69.27,11.01
Kazakhstan 1,Aktobe,26,13,4,9,43,37.5,39,29,10,26.5,55.5,1.38,1.27,10.29,37.1,9.26,22.27,14.63,1.18,1.03,11.03,57.27,62.5,36.06,49.5,8.73,351.48,82.2,2.86,45.39,66.2,43.41,54.2,61.65,14.03
Kazakhstan 1,Kairat,26,18,5,3,59,49.6,53,19,34,26.8,54.7,1.88,1.7,16.08,31.1,12.31,18.81,19.94,0.89,0.67,7.56,52.74,63.7,36.38,47.7,8.02,394.07,81.6,3.94,58.98,68.6,42.76,52.9,70.87,15.22
Kazakhstan 1,Tobol,26,16,6,4,54,39.0,45,25,20,28.6,53.7,1.66,1.53,11.66,40.1,11.74,20.24,16.34,1.27,0.92,11.85,61.82,61.8,37.49,48.1,8.01,348.12,82.0,3.5,47.06,68.3,41.84,57.0,65.49,11.63
Kazakhstan 1,Yelimay Semey,26,14,6,6,48,48.0,47,31,16,29.9,51.8,1.66,1.76,14.31,36.1,16.58,22.21,20.68,1.02,1.1,9.85,64.89,66.6,39.92,42.7,8.37,328.69,79.3,4.14,50.47,66.7,50.3,56.5,71.58,12.36
Kazakhstan 1,Zhetysu,26,5,9,12,24,24.8,21,41,-20,26.8,48.1,0.75,0.87,8.45,39.1,9.83,14.76,9.16,1.58,1.46,13.81,61.5,59.7,39.43,44.5,11.95,343.85,79.9,3.16,47.84,62.2,50.15,54.3,68.71,8.23
Kazakhstan 1,Turan Turkistan,26,4,4,18,16,28.1,25,58,-33,33.8,46.6,0.89,0.94,9.17,33.5,10.92,15.85,12.6,1.47,2.03,11.17,61.4,61.9,36.7,44.8,12.27,317.2,78.7,4.36,46.95,58.9,46.52,50.2,59.94,12.28
Kazakhstan 1,Okzhetpes,26,9,5,12,32,29.1,35,45,-10,24.7,46.5,1.29,1.2,9.22,41.2,12.28,19.22,13.24,1.5,1.62,13.35,64.0,62.7,37.51,39.7,11.65,336.28,78.9,3.65,44.3,64.0,45.0,48.7,65.77,11.66
Kazakhstan 1,Atyrau,26,4,7,15,19,30.1,22,45,-23,22.5,45.6,0.78,0.91,8.56,34.9,11.86,13.1,11.25,1.39,1.6,11.08,63.41,63.0,48.28,45.4,10.8,281.57,77.0,4.33,43.46,61.9,48.99,55.4,61.78,9.69
Kazakhstan 1,Kyzyl-Zhar,26,6,9,11,27,32.3,25,32,-7,28.1,45.6,0.88,0.99,10.46,27.7,11.23,14.31,12.68,1.07,1.09,9.11,62.48,59.6,42.63,47.1,9.41,287.77,75.4,3.81,50.65,60.9,49.34,49.9,63.58,9.61
